query	reference	band	group	band_by_ani	query_path	ref_path
GCA_002898655.1	GCF_900248165.1	0.9-0.95	p__Thermoproteota	0.9434	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002898655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900248165.1.fna
GCA_007050885.1	GCA_001775955.1	0.9-0.95	p__Thermoproteota	0.9164	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007050885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001775955.1.fna
GCA_007280335.1	GCA_013287585.1	0.9-0.95	p__Thermoproteota	0.9087	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007280335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013287585.1.fna
GCA_011369665.1	GCA_011372935.1	0.9-0.95	p__Thermoproteota	0.9266	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011369665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011372935.1.fna
GCA_016201435.1	GCA_007280335.1	0.9-0.95	p__Thermoproteota	0.9157	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016201435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007280335.1.fna
GCA_003019535.1	GCA_902812505.1	0.9-0.95	p__Thermoproteota	0.9457	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003019535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902812505.1.fna
GCA_013390745.1	GCA_018263495.1	0.9-0.95	p__Thermoproteota	0.9439	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013390745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018263495.1.fna
GCA_011373895.1	GCA_011373445.1	0.9-0.95	p__Thermoproteota	0.9048	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011373895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011373445.1.fna
GCF_009729545.1	GCA_003086435.1	0.9-0.95	p__Thermoproteota	0.9283	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009729545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003086435.1.fna
GCA_000508305.1	GCF_000012285.1	0.9-0.95	p__Thermoproteota	0.9346	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000508305.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000012285.1.fna
GCA_011369665.1	GCA_011053655.1	0.9-0.95	p__Thermoproteota	0.9350	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011369665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011053655.1.fna
GCF_000784835.1	GCF_000016785.1	0.9-0.95	p__Thermotogota	0.9451	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000784835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000016785.1.fna
GCF_000018605.1	GCF_002895525.1	0.9-0.95	p__Thermotogota	0.9052	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000018605.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002895525.1.fna
GCA_011620345.1	GCA_002347965.1	0.9-0.95	p__UBA2233	0.9294	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011620345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002347965.1.fna
GCA_017650925.1	GCA_017539325.1	0.9-0.95	p__UBA3054	0.9079	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017650925.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017539325.1.fna
GCA_009839615.1	GCA_011523725.1	0.9-0.95	p__UBA8248	0.9439	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009839615.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011523725.1.fna
GCA_016184445.1	GCA_001790955.1	0.9-0.95	p__UBA8248	0.9031	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016184445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001790955.1.fna
GCA_002069885.1	GCA_002435745.1	0.9-0.95	p__UBP15	0.9262	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002069885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002435745.1.fna
GCA_016190005.1	GCA_016213845.1	0.9-0.95	p__UBP17	0.9459	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016190005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016213845.1.fna
GCA_002495465.1	GCA_014189675.1	0.9-0.95	p__Undinarchaeota	0.9384	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002495465.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014189675.1.fna
GCA_017540905.1	GCA_902766695.1	0.9-0.95	p__Verrucomicrobiota	0.9380	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017540905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902766695.1.fna
GCA_005801385.1	GCA_016871805.1	0.9-0.95	p__Verrucomicrobiota	0.9036	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005801385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016871805.1.fna
GCF_017310545.1	GCA_000526255.1	0.9-0.95	p__Verrucomicrobiota	0.9272	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_017310545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000526255.1.fna
GCF_004421185.1	GCF_007475525.1	0.9-0.95	p__Verrucomicrobiota	0.9296	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004421185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_007475525.1.fna
GCA_905182465.1	GCA_009886465.1	0.9-0.95	p__Verrucomicrobiota	0.9319	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905182465.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009886465.1.fna
GCA_002363035.1	GCA_017479315.1	0.9-0.95	p__Verrucomicrobiota	0.9167	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002363035.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017479315.1.fna
GCA_003220075.1	GCA_003219125.1	0.9-0.95	p__Verrucomicrobiota	0.9087	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220075.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003219125.1.fna
GCA_017999015.1	GCA_002071025.1	0.9-0.95	p__Verrucomicrobiota	0.9081	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017999015.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002071025.1.fna
GCA_002305655.1	GCA_019136135.1	0.9-0.95	p__Verrucomicrobiota	0.9399	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002305655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019136135.1.fna
GCA_017854655.1	GCA_905182435.1	0.9-0.95	p__Verrucomicrobiota	0.9136	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017854655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905182435.1.fna
GCA_002309765.1	GCA_017454745.1	0.9-0.95	p__Verrucomicrobiota	0.9405	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002309765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017454745.1.fna
GCA_003218515.1	GCA_003218935.1	0.9-0.95	p__Verrucomicrobiota	0.9442	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003218515.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003218935.1.fna
GCA_014529625.1	GCA_002420185.1	0.9-0.95	p__Verrucomicrobiota	0.9205	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014529625.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002420185.1.fna
GCA_002690655.1	GCA_000383715.1	0.9-0.95	p__Verrucomicrobiota	0.9404	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002690655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000383715.1.fna
GCA_017413145.1	GCA_902793555.1	0.9-0.95	p__Verrucomicrobiota	0.9115	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017413145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902793555.1.fna
GCA_017849585.1	GCA_002304345.1	0.9-0.95	p__Verrucomicrobiota	0.9070	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017849585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002304345.1.fna
GCA_003218705.1	GCA_003220055.1	0.9-0.95	p__Verrucomicrobiota	0.9389	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003218705.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220055.1.fna
GCA_002308515.1	GCA_016283885.1	0.9-0.95	p__Verrucomicrobiota	0.9124	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002308515.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016283885.1.fna
GCA_902793555.1	GCA_902761575.1	0.9-0.95	p__Verrucomicrobiota	0.9090	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902793555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902761575.1.fna
GCA_902766695.1	GCA_017527155.1	0.9-0.95	p__Verrucomicrobiota	0.9487	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902766695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017527155.1.fna
GCA_902774245.1	GCA_902762495.1	0.9-0.95	p__Verrucomicrobiota	0.9146	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902774245.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902762495.1.fna
GCA_904424815.1	GCA_900760665.1	0.9-0.95	p__Verrucomicrobiota	0.9223	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_904424815.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900760665.1.fna
GCA_900771165.1	GCA_016303095.1	0.9-0.95	p__Verrucomicrobiota	0.9116	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900771165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016303095.1.fna
GCA_009937455.1	GCA_002292185.1	0.9-0.95	p__Verrucomicrobiota	0.9049	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009937455.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002292185.1.fna
GCA_003218935.1	GCA_003219345.1	0.9-0.95	p__Verrucomicrobiota	0.9309	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003218935.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003219345.1.fna
GCA_002405835.1	GCA_900549045.1	0.9-0.95	p__Verrucomicrobiota	0.9145	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002405835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900549045.1.fna
GCA_003219345.1	GCA_003218515.1	0.9-0.95	p__Verrucomicrobiota	0.9240	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003219345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003218515.1.fna
GCA_002737275.1	GCA_002304445.1	0.9-0.95	p__Verrucomicrobiota	0.9299	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002737275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002304445.1.fna
GCA_017455665.1	GCA_902802585.1	0.9-0.95	p__Verrucomicrobiota	0.9041	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017455665.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902802585.1.fna
GCF_000226295.1	GCF_018304765.1	0.95-0.99	p__Acidobacteriota	0.9502	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000226295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018304765.1.fna
GCF_900104895.1	GCF_002936985.1	0.95-0.99	p__Actinobacteriota	0.9621	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900104895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002936985.1.fna
GCA_002694095.1	GCA_002728915.1	0.95-0.99	p__Actinobacteriota	0.9560	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002694095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002728915.1.fna
GCA_016783995.1	GCA_002779205.1	0.95-0.99	p__Actinobacteriota	0.9533	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016783995.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002779205.1.fna
GCF_002735905.1	GCF_001598915.1	0.95-0.99	p__Actinobacteriota	0.9535	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002735905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001598915.1.fna
GCA_903924445.1	GCA_903915615.1	0.95-0.99	p__Armatimonadota	0.9508	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903924445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903915615.1.fna
GCA_002452835.1	GCA_018054125.1	0.95-0.99	p__Atribacterota	0.9516	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002452835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018054125.1.fna
GCA_016285615.1	GCA_017454945.1	0.95-0.99	p__Bacteroidota	0.9502	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016285615.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017454945.1.fna
GCA_013151565.1	GCA_003233295.1	0.95-0.99	p__Bacteroidota	0.9576	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013151565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003233295.1.fna
GCA_902536695.1	GCA_002694645.1	0.95-0.99	p__Bacteroidota	0.9730	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902536695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002694645.1.fna
GCA_002371265.1	GCA_002392915.1	0.95-0.99	p__Bacteroidota	0.9503	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002371265.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002392915.1.fna
GCA_016777435.1	GCA_905478895.1	0.95-0.99	p__Bacteroidota	0.9652	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016777435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905478895.1.fna
GCF_001999985.1	GCF_900198365.1	0.95-0.99	p__Campylobacterota	0.9598	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001999985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900198365.1.fna
GCA_015484985.1	GCA_015491595.1	0.95-0.99	p__Chloroflexota	0.9563	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015484985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015491595.1.fna
GCA_005881295.1	GCA_001919995.1	0.95-0.99	p__Chloroflexota	0.9858	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005881295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001919995.1.fna
GCA_002313895.1	GCA_002710885.1	0.95-0.99	p__Chloroflexota	0.9590	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002313895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002710885.1.fna
GCA_014324065.1	GCA_005518205.2	0.95-0.99	p__Cyanobacteria	0.9557	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014324065.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005518205.2.fna
GCF_003367075.1	GCF_014489415.1	0.95-0.99	p__Cyanobacteria	0.9640	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003367075.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014489415.1.fna
GCF_009792235.1	GCA_002282935.1	0.95-0.99	p__Cyanobacteria	0.9522	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009792235.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002282935.1.fna
GCA_015486915.1	GCA_015493575.1	0.95-0.99	p__Desulfobacterota	0.9514	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015486915.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015493575.1.fna
GCA_013203195.1	GCA_014383215.1	0.95-0.99	p__Desulfobacterota	0.9603	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013203195.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014383215.1.fna
GCA_015222355.1	GCA_013138655.1	0.95-0.99	p__Desulfobacterota	0.9598	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015222355.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013138655.1.fna
GCA_012271025.1	GCA_011523315.1	0.95-0.99	p__Desulfobacterota_B	0.9583	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012271025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011523315.1.fna
GCF_900107035.1	GCF_001447355.1	0.95-0.99	p__Firmicutes	0.9543	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900107035.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001447355.1.fna
GCF_001696685.1	GCF_000438455.1	0.95-0.99	p__Firmicutes	0.9584	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001696685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000438455.1.fna
GCA_900769635.1	GCA_900557675.1	0.95-0.99	p__Firmicutes	0.9859	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900769635.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900557675.1.fna
GCF_000474275.2	GCF_000005825.2	0.95-0.99	p__Firmicutes	0.9577	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000474275.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000005825.2.fna
GCA_900546275.1	GCA_905215145.1	0.95-0.99	p__Firmicutes	0.9735	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900546275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905215145.1.fna
GCA_001610955.1	GCF_001544135.1	0.95-0.99	p__Firmicutes	0.9545	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001610955.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001544135.1.fna
GCA_018365895.1	GCF_018228665.1	0.95-0.99	p__Firmicutes_A	0.9504	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018365895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018228665.1.fna
GCF_000204565.1	GCF_017100085.1	0.95-0.99	p__Firmicutes_A	0.9518	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000204565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_017100085.1.fna
GCF_006802875.1	GCF_000452245.2	0.95-0.99	p__Firmicutes_A	0.9632	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006802875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000452245.2.fna
GCF_000196455.1	GCF_900168025.1	0.95-0.99	p__Firmicutes_A	0.9628	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000196455.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900168025.1.fna
GCA_900557435.1	GCA_900767685.1	0.95-0.99	p__Firmicutes_A	0.9572	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900557435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900767685.1.fna
GCF_001006285.1	GCF_006802875.1	0.95-0.99	p__Firmicutes_A	0.9508	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001006285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006802875.1.fna
GCA_012840385.1	GCA_902812385.1	0.95-0.99	p__Firmicutes_B	0.9528	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012840385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902812385.1.fna
GCF_900109225.1	GCF_000381065.1	0.95-0.99	p__Firmicutes_C	0.9652	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900109225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000381065.1.fna
GCA_905372355.1	GCF_000208405.1	0.95-0.99	p__Firmicutes_C	0.9505	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905372355.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000208405.1.fna
GCA_002712565.1	GCA_002731735.1	0.95-0.99	p__Gemmatimonadota	0.9793	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002712565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002731735.1.fna
GCA_905067555.1	GCA_905067535.1	0.95-0.99	p__Halobacteriota	0.9545	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905067555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905067535.1.fna
GCF_000379085.1	GCF_000023965.1	0.95-0.99	p__Halobacteriota	0.9701	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000379085.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000023965.1.fna
GCA_013180565.1	GCA_013139985.1	0.95-0.99	p__Halobacteriota	0.9657	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013180565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013139985.1.fna
GCA_011375275.1	GCA_015485525.1	0.95-0.99	p__KSB1	0.9525	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011375275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015485525.1.fna
GCF_000828575.1	GCF_000008645.1	0.95-0.99	p__Methanobacteriota	0.9633	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000828575.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000008645.1.fna
GCA_016177555.1	GCA_001788395.1	0.95-0.99	p__Methylomirabilota	0.9563	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016177555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001788395.1.fna
GCF_900109545.1	GCF_900111745.1	0.95-0.99	p__Myxococcota	0.9519	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900109545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900111745.1.fna
GCA_002725495.1	GCA_002686215.1	0.95-0.99	p__Nanoarchaeota	0.9855	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002725495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002686215.1.fna
GCA_016207065.1	GCA_016217765.1	0.95-0.99	p__Nitrospinota	0.9561	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016207065.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016217765.1.fna
GCA_018819325.1	GCA_018817845.1	0.95-0.99	p__Patescibacteria	0.9553	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018819325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018817845.1.fna
GCA_017513365.1	GCA_017457425.1	0.95-0.99	p__Proteobacteria	0.9552	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017513365.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017457425.1.fna
GCF_000518645.1	GCF_000381265.1	0.95-0.99	p__Proteobacteria	0.9525	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000518645.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000381265.1.fna
GCF_002208095.1	GCF_008364625.1	0.95-0.99	p__Proteobacteria	0.9622	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002208095.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008364625.1.fna
GCA_011620145.1	GCA_002862435.1	0.95-0.99	p__Proteobacteria	0.9570	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011620145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002862435.1.fna
GCF_000517425.1	GCF_000517405.1	0.95-0.99	p__Proteobacteria	0.9695	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000517425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000517405.1.fna
GCA_015232025.1	GCA_015232485.1	0.95-0.99	p__Proteobacteria	0.9597	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015232025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015232485.1.fna
